|Max Apple|Mean Apple|Max Step|Mean Step|Max Fitness|Mean Fitness
Generation 1|2|0.048|100|6.12|2149.6550881716457|33.36675973717307
Generation 2|1|0.052|100|6.604|513.8967170165362|33.528025859667075
Generation 3|2|0.062|600|9.384|2149.964098556101|45.462083614370066
Generation 4|2|0.072|600|8.088|2149.9540739565236|48.198077808118065
Generation 5|2|0.062|600|8.112|2149.476355007297|43.27909955457033
Generation 6|2|0.056|100|7.348|2149.6181160598485|38.52629340682443
Generation 7|2|0.068|14|7.794|2149.9540739565236|44.96019975138348
Generation 8|3|0.064|100|8.518|5023.896182881493|48.4344251974341
Generation 9|2|0.078|100|8.552|2149.988999664993|52.96454571684177
Generation 10|2|0.072|17|8.888|2149.988999664993|57.145198749475796
Generation 11|3|0.098|20|8.73|5026.96582588445|67.81656459333215
Generation 12|2|0.072|100|9.062|2149.913226044195|48.17978627433131
Generation 13|2|0.084|100|9.448|2149.988999664993|56.79506142392729
Generation 14|2|0.074|100|9.442|2149.988999664993|54.06076839307083
Generation 15|2|0.088|20|9.236|2149.988999664993|60.83625293018181
Generation 16|2|0.078|21|9.568|2149.988999664993|56.17780975691869
Generation 17|2|0.114|21|10.17|2149.475941242983|70.08388591710136
Generation 18|2|0.09|100|10.78|2149.988999664993|63.267872664032346
Generation 19|2|0.106|21|10.88|2149.988999664993|75.88264346524237
Generation 20|2|0.126|20|10.904|2149.988999664993|90.41977289604361
Generation 21|3|0.12|20|10.986|5025.506959415782|96.85723375343007
Generation 22|3|0.112|21|11.022|5025.506959415782|83.76687878904147
Generation 23|2|0.114|20|11.03|2149.988999664993|84.54575263795222
Generation 24|3|0.102|20|10.954|5025.506959415782|74.14708674695432
Generation 25|2|0.094|21|10.896|2149.988999664993|67.72177331476533
Generation 26|2|0.094|20|10.9|2149.964098556101|65.41623874932662
Generation 27|2|0.074|20|10.812|2149.988999664993|50.858077072213256
Generation 28|2|0.094|21|11.25|2148.9304694062257|61.120726362681594
Generation 29|2|0.102|21|11.188|2149.964098556101|65.0366390771038
Generation 30|2|0.126|20|11.032|2149.988999664993|88.25659865450703
Generation 31|2|0.092|20|11.084|2149.8377997990897|62.30401999152369
Generation 32|2|0.1|20|10.944|2149.988999664993|68.41725639748094
Generation 33|2|0.114|20|11.142|2149.964098556101|75.51373906023832
Generation 34|4|0.132|20|11.17|9182.817455976632|110.24844940967454
Generation 35|2|0.128|20|11.218|2149.988999664993|82.60533285541905
Generation 36|2|0.122|20|11.27|2149.988999664993|88.77130434053765
Generation 37|2|0.126|21|10.946|2149.988999664993|83.55481832325663
Generation 38|3|0.128|21|11.198|5026.96582588445|91.84365097535792
Generation 39|2|0.112|21|11.27|2149.8377997990897|72.38629734290342
Generation 40|3|0.116|20|11.0|5027.633040365744|85.73720689851493
Generation 41|2|0.116|20|11.14|2149.988999664993|81.09284752250971
Generation 42|2|0.102|20|10.974|2149.988999664993|67.20996810462626
Generation 43|2|0.098|21|10.866|2149.986294709256|67.36348081934415
Generation 44|2|0.09|21|11.388|2149.475941242983|66.12303376183404
Generation 45|3|0.162|21|11.278|5024.719635813122|122.55539379701935
Generation 46|3|0.124|21|11.156|5020.270752177687|85.2905375027793
Generation 47|2|0.11|21|10.888|2149.964098556101|68.8166998854355
Generation 48|3|0.116|21|11.47|5020.270752177687|81.58577828973516
Generation 49|2|0.1|21|11.374|2149.964098556101|66.56976452185422
Generation 50|2|0.084|21|11.322|2149.964098556101|58.609197131248
Generation 51|2|0.08|21|11.246|2149.9540739565236|56.494751436347755
Generation 52|2|0.092|20|11.002|2149.988999664993|66.79092487606087
Generation 53|2|0.11|20|10.504|2149.988999664993|77.5389128582472
Generation 54|2|0.102|21|10.364|2149.890070823094|71.13765916194264
Generation 55|2|0.082|20|10.27|2149.964098556101|58.86052192249276
Generation 56|1|0.074|21|9.82|514.3660984058746|47.578210713027254
Generation 57|1|0.088|21|10.046|514.3660984058746|54.71755645062092
Generation 58|2|0.104|20|9.968|2149.890070823094|64.92998671842267
Generation 59|2|0.092|21|10.518|2148.71142795583|59.4616912022193
Generation 60|2|0.104|21|10.254|2149.476355007297|67.43358356269144
Generation 61|2|0.098|21|10.372|2149.988999664993|64.56606665135189
Generation 62|1|0.076|21|10.3|514.3660984058746|49.01243762212375
Generation 63|2|0.112|21|10.314|2149.988999664993|76.05174905539695
Generation 64|2|0.124|21|10.928|2148.9304694062257|77.97305426139391
Generation 65|2|0.13|21|11.23|2149.988999664993|85.83353075584147
Generation 66|2|0.116|20|11.208|2149.988999664993|78.8635786839041
Generation 67|2|0.116|21|11.292|2149.739062976162|72.11837791616213
Generation 68|2|0.102|21|11.428|2149.964098556101|67.58204454384027
Generation 69|2|0.12|21|11.486|2149.964098556101|83.45992191491445
Generation 70|1|0.102|21|11.264|514.3660984058746|62.86688213805461
Generation 71|2|0.132|21|11.4|2149.964098556101|84.82664231843658
Generation 72|2|0.094|21|11.524|2149.9540739565236|68.33851320041916
Generation 73|2|0.122|21|11.556|2149.964098556101|86.78331078734135
Generation 74|2|0.104|21|11.746|2148.71142795583|68.81514996453166
Generation 75|1|0.104|21|11.742|514.3660984058746|64.33049592496123
Generation 76|2|0.142|21|11.936|2149.739062976162|99.3001067042171
Generation 77|2|0.118|21|11.576|2149.964098556101|80.27197514562111
Generation 78|2|0.106|21|11.352|2149.9540739565236|69.50148227351131
Generation 79|2|0.11|21|11.878|2149.964098556101|78.78723955748754
Generation 80|2|0.114|21|11.66|2149.964098556101|73.8159387012512
Generation 81|2|0.086|21|11.36|2149.964098556101|61.85877612464252
Generation 82|2|0.1|21|11.848|2149.739062976162|73.8158120606282
Generation 83|1|0.084|21|11.934|514.3660984058746|54.55414752463439
Generation 84|2|0.084|21|11.736|2149.739062976162|58.99514845513824
Generation 85|2|0.114|21|11.544|2149.890070823094|75.99336174043106
Generation 86|2|0.106|21|11.406|2149.988999664993|71.87007084602155
Generation 87|2|0.126|21|11.768|2149.964098556101|84.39910480201034
Generation 88|2|0.1|21|11.062|2149.739062976162|63.972149904073696
Generation 89|3|0.104|21|11.342|5019.2877281163765|77.74995304468351
Generation 90|2|0.14|21|11.306|2149.964098556101|95.4683657569006
Generation 91|2|0.108|21|11.398|2149.964098556101|79.6869432409968
Generation 92|2|0.126|21|11.574|2149.9540739565236|88.73450746323567
Generation 93|2|0.084|21|11.462|2149.9540739565236|61.003203592894394
Generation 94|2|0.108|21|11.892|2149.988999664993|70.96109612991708
Generation 95|3|0.112|21|11.846|5020.270752177687|82.24129604818896
Generation 96|3|0.14|21|11.698|5023.038198361497|96.02247262364922
Generation 97|3|0.156|21|11.818|5024.719635813122|110.83416888259919
Generation 98|2|0.12|21|11.334|2149.964098556101|81.05167258029556
Generation 99|2|0.12|21|11.5|2149.475941242983|74.32868904699923
Generation 100|1|0.094|21|11.262|514.3660984058746|58.89409719707871
Generation 101|2|0.118|22|11.706|2149.964098556101|75.74636080861572
Generation 102|2|0.11|100|11.168|2149.964098556101|80.43662316506405
Generation 103|2|0.11|22|10.936|2149.964098556101|75.65161189123306
Generation 104|2|0.118|22|11.642|2149.476355007297|84.89943689848162
Generation 105|2|0.076|21|11.434|2149.313421433475|52.42442694313552
Generation 106|3|0.126|22|11.608|5028.82964176195|89.01575340698506
Generation 107|2|0.112|21|11.046|2149.9540739565236|72.25412389611508
Generation 108|2|0.13|21|11.558|2149.964098556101|83.85074489186381
Generation 109|2|0.126|21|11.81|2149.964098556101|93.53455390334298
Generation 110|2|0.112|21|11.736|2149.964098556101|86.61640353337012
Generation 111|2|0.096|21|12.138|2149.9540739565236|69.84471282708022
Generation 112|2|0.102|21|11.874|2149.9540739565236|74.9107055612501
Generation 113|1|0.088|21|11.602|514.3660984058746|56.22665245238489
Generation 114|2|0.108|21|11.444|2149.964098556101|75.19425089802537
Generation 115|2|0.11|22|11.66|2149.9540739565236|76.32180900510554
Generation 116|2|0.136|21|11.948|2149.964098556101|87.26824488474848
Generation 117|1|0.084|21|11.942|514.3660984058746|54.59334354786579
Generation 118|3|0.08|21|11.726|5019.2877281163765|61.732170599287564
Generation 119|3|0.112|21|11.65|5023.038198361497|77.47768597072877
Generation 120|3|0.128|21|11.814|5023.896182881493|94.70174722000912
Generation 121|2|0.102|22|11.772|2149.964098556101|70.19191207303061
Generation 122|2|0.086|21|11.6|2149.739062976162|59.7973335954185
Generation 123|2|0.088|21|11.548|2149.964098556101|58.50957506846389
Generation 124|2|0.116|21|11.17|2149.476355007297|74.2924977158683
Generation 125|2|0.092|21|11.24|2149.739062976162|64.72443809713135
Generation 126|2|0.12|21|11.536|2149.9540739565236|88.05970539523398
Generation 127|2|0.098|22|11.38|2149.964098556101|74.7078125899129
Generation 128|2|0.104|21|11.502|2149.9540739565236|70.94890536152673
Generation 129|2|0.102|21|11.824|2149.964098556101|72.52684859243598
Generation 130|2|0.168|21|11.988|2149.313421433475|112.21883086201854
Generation 131|2|0.138|21|11.588|2149.988999664993|92.48152891658643
Generation 132|2|0.142|21|11.738|2149.964098556101|101.40588791246581
Generation 133|2|0.118|21|11.812|2149.988999664993|78.20583894683071
Generation 134|3|0.138|21|11.652|5027.633040365744|97.28546576204158
Generation 135|2|0.114|21|11.748|2149.988999664993|82.97974097711342
Generation 136|2|0.11|21|11.736|2149.964098556101|74.14039323478582
Generation 137|2|0.11|21|11.882|2148.9304694062257|69.71096391221549
Generation 138|2|0.116|21|11.636|2149.964098556101|83.95582736138941
Generation 139|2|0.104|21|11.74|2149.964098556101|73.45735569970893
Generation 140|2|0.09|21|11.462|2149.475941242983|66.21419343935611
Generation 141|2|0.092|21|11.174|2149.9540739565236|64.64634341350744
Generation 142|2|0.124|21|11.734|2149.739062976162|85.63276491873484
Generation 143|2|0.102|21|11.276|2149.739062976162|67.41751024927254
Generation 144|2|0.144|21|11.716|2149.964098556101|97.87399443801439
Generation 145|2|0.126|21|11.796|2149.964098556101|84.3935675945055
Generation 146|2|0.122|21|11.298|2149.964098556101|79.6780714110638
Generation 147|2|0.132|21|11.774|2149.890070823094|87.33282055552782
Generation 148|2|0.112|21|11.712|2149.739062976162|70.58757223139578
Generation 149|2|0.122|21|11.624|2149.964098556101|82.24120932428418
Generation 150|2|0.134|21|11.854|2149.964098556101|90.72954756092018
Generation 151|2|0.122|21|11.768|2149.988999664993|84.71669585608811
Generation 152|2|0.132|21|11.776|2149.739062976162|85.05900907960985
Generation 153|1|0.116|21|11.724|514.3660984058746|70.22586701173216
Generation 154|2|0.136|21|11.752|2149.964098556101|100.7181426839268
Generation 155|3|0.112|21|11.74|5024.719635813122|84.47214175767436
Generation 156|2|0.104|21|11.764|2149.964098556101|68.95027744156769
Generation 157|2|0.126|21|11.708|2149.739062976162|86.62908833994192
Generation 158|2|0.114|21|11.702|2149.988999664993|78.35453601156664
Generation 159|2|0.118|21|11.432|2148.9304694062257|73.23971175495497
Generation 160|2|0.096|21|11.22|2149.988999664993|64.3940867569433
Generation 161|2|0.082|21|11.26|2149.988999664993|57.49916421711979
Generation 162|2|0.142|21|11.27|2149.988999664993|91.88391603084597
Generation 163|2|0.124|21|11.186|2149.890070823094|78.29305266111733
Generation 164|2|0.13|21|11.092|2149.988999664993|87.97568790177576
Generation 165|2|0.118|21|11.108|2149.8377997990897|75.26391797810791
Generation 166|2|0.094|21|11.144|2149.313421433475|61.03702423503373
Generation 167|3|0.106|21|11.1|5019.2877281163765|76.28775566302022
Generation 168|2|0.142|21|11.308|2149.964098556101|91.91143268389025
Generation 169|2|0.122|21|11.338|2149.8377997990897|77.46464942842519
Generation 170|2|0.114|21|11.338|2149.964098556101|80.284075740264
Generation 171|2|0.086|21|11.168|2149.964098556101|66.28968939091895
Generation 172|3|0.096|21|11.53|5025.506959415782|71.75121900278667
Generation 173|2|0.108|21|11.514|2149.988999664993|72.88542003869475
Generation 174|2|0.104|21|11.396|2149.988999664993|73.1294297104591
Generation 175|2|0.102|21|10.972|2148.9304694062257|64.8730642152048
Generation 176|3|0.12|21|11.282|5029.352235031539|94.9155237570058
Generation 177|2|0.1|21|11.554|2149.475941242983|68.9437392602218
Generation 178|2|0.09|21|11.388|2149.476355007297|59.36611637231301
Generation 179|2|0.12|21|11.802|2149.988999664993|86.0067239895275
Generation 180|2|0.096|21|11.814|2149.739062976162|67.24734187108626
Generation 181|3|0.1|21|11.88|5029.352235031539|71.7570935481148
Generation 182|2|0.124|21|11.744|2149.9540739565236|83.3953469602803
Generation 183|2|0.118|21|11.898|2149.964098556101|80.46392433311001
Generation 184|2|0.126|21|11.924|2149.988999664993|89.05851943027419
Generation 185|2|0.128|21|11.928|2149.964098556101|85.55050437968254
Generation 186|2|0.114|21|11.812|2149.739062976162|73.89417203666844
Generation 187|2|0.134|21|11.908|2149.988999664993|97.65034611346154
Generation 188|3|0.154|21|11.79|5019.2877281163765|103.06574350874313
Generation 189|2|0.138|21|11.762|2149.964098556101|94.88830863287612
Generation 190|2|0.084|21|11.37|2149.313421433475|58.590391239627394
Generation 191|2|0.096|22|11.828|2149.9540739565236|67.18924911041897
Generation 192|2|0.112|21|11.404|2149.9540739565236|70.25810393405601
Generation 193|2|0.118|21|11.278|2149.476355007297|75.38987104592027
Generation 194|2|0.108|21|11.632|2149.476355007297|73.0393472445458
Generation 195|2|0.1|21|11.55|2149.9540739565236|66.7249881283075
Generation 196|2|0.116|21|11.57|2149.988999664993|81.51985893604689
Generation 197|2|0.104|20|10.828|2149.890070823094|70.3494349434256
Generation 198|2|0.122|21|10.682|2149.9540739565236|81.35239256447375
Generation 199|2|0.102|21|10.554|2149.988999664993|66.7350375503052
Generation 200|2|0.108|21|11.28|2149.964098556101|81.78579037887687
Generation 201|2|0.114|21|11.808|2149.988999664993|76.13983747734254
Generation 202|2|0.13|21|11.444|2149.964098556101|88.40132040995813
Generation 203|2|0.104|21|11.932|2149.964098556101|71.30013657332744
Generation 204|2|0.118|21|11.968|2149.964098556101|78.31379790229785
Generation 205|2|0.124|21|11.608|2149.9540739565236|78.66325155769347
Generation 206|2|0.114|21|11.508|2149.964098556101|78.23609086083232
Generation 207|2|0.098|21|11.446|2149.964098556101|65.65407643927934
Generation 208|2|0.09|21|11.134|2149.964098556101|65.92643885364613
Generation 209|2|0.14|21|11.688|2149.9540739565236|93.52663272259046
Generation 210|2|0.148|21|11.85|2149.988999664993|97.70487074601094
Generation 211|2|0.09|21|11.626|2149.8377997990897|64.11785073973056
Generation 212|2|0.13|21|11.562|2149.964098556101|86.21405618183088
Generation 213|2|0.124|21|11.956|2149.988999664993|83.55493316051809
Generation 214|2|0.098|21|11.86|2149.964098556101|66.02839865983172
Generation 215|2|0.094|21|11.612|2149.964098556101|63.77485132531253
Generation 216|3|0.118|21|11.848|5022.147118486193|80.69171447994819
Generation 217|2|0.112|21|11.672|2149.986294709256|75.08669900202419
Generation 218|2|0.102|21|10.892|2149.964098556101|69.36440519065701
Generation 219|2|0.102|21|11.346|2149.313421433475|65.23775063687184
Generation 220|2|0.106|21|11.502|2149.475941242983|69.63442595254563
Generation 221|2|0.118|21|11.384|2149.988999664993|80.08313510820969
Generation 222|2|0.12|21|11.538|2149.8377997990897|81.19025906476978
Generation 223|3|0.102|21|11.17|5026.96582588445|81.42243160679868
Generation 224|2|0.118|21|11.322|2149.890070823094|77.72505074619067
Generation 225|2|0.096|21|11.052|2149.964098556101|66.52985937312378
Generation 226|2|0.146|21|11.34|2149.988999664993|96.16719649174944
Generation 227|2|0.14|21|11.388|2149.964098556101|100.0555238274813
Generation 228|2|0.086|21|11.388|2149.988999664993|61.87496534223881
Generation 229|2|0.136|21|11.262|2149.988999664993|102.67809576708248
Generation 230|2|0.116|21|11.186|2149.475941242983|74.25198997144533
Generation 231|2|0.098|21|11.196|2149.988999664993|63.13699800028345
Generation 232|3|0.114|21|11.586|5019.2877281163765|78.36265998144214
Generation 233|2|0.098|21|11.442|2149.988999664993|65.63932432336387
Generation 234|3|0.142|21|11.516|5019.2877281163765|108.20069507626488
Generation 235|3|0.138|22|11.292|5018.2761625849325|94.58556220933112
Generation 236|2|0.116|21|11.602|2149.313421433475|72.44681220538813
Generation 237|2|0.114|21|11.784|2149.964098556101|83.02568407750377
Generation 238|2|0.138|21|12.018|2149.8377997990897|88.29616929677266
Generation 239|2|0.116|21|11.884|2149.739062976162|74.99204384023521
Generation 240|2|0.11|21|11.708|2149.964098556101|71.85271217166542
Generation 241|2|0.11|21|11.878|2149.964098556101|71.99524081722943
Generation 242|2|0.096|21|11.744|2149.739062976162|67.1383825904526
Generation 243|3|0.088|21|11.616|5028.82964176195|65.6573430560261
Generation 244|2|0.118|21|11.706|2149.476355007297|75.86398273979063
Generation 245|2|0.12|21|11.904|2149.313421433475|76.98936535435953
Generation 246|2|0.124|21|11.772|2149.964098556101|81.12514305465928
Generation 247|2|0.106|21|11.708|2149.964098556101|74.42013135114243
Generation 248|2|0.094|21|11.65|2149.739062976162|63.847175773725645
Generation 249|2|0.104|21|11.622|2149.964098556101|73.3051492883254
Generation 250|2|0.088|21|11.514|2149.890070823094|58.44665045435354
Generation 251|2|0.112|21|11.176|2149.964098556101|79.16265914466914
Generation 252|2|0.1|21|11.116|2149.9540739565236|64.04120696848553
Generation 253|2|0.102|21|11.242|2149.964098556101|74.30783595247709
Generation 254|2|0.104|100|11.712|2149.9540739565236|75.78378029805592
Generation 255|2|0.112|21|11.756|2149.313421433475|75.11521520646365
Generation 256|2|0.116|24|11.79|2149.739062976162|79.41217950976797
Generation 257|2|0.112|21|11.734|2149.739062976162|79.67447401212327
Generation 258|2|0.13|24|11.89|2148.71142795583|81.86035497655291
Generation 259|2|0.118|21|11.77|2149.964098556101|80.42963695148248
Generation 260|2|0.13|21|11.5|2149.475941242983|81.57973479715349
Generation 261|2|0.134|21|11.68|2149.988999664993|88.34811464765549
Generation 262|2|0.094|21|11.528|2149.964098556101|66.00540803213794
Generation 263|2|0.092|21|11.54|2149.964098556101|62.72860589089742
Generation 264|2|0.118|21|12.016|2149.988999664993|78.32195682441092
Generation 265|3|0.11|21|12.036|5020.270752177687|83.69399280803204
Generation 266|3|0.132|21|11.804|5021.224242470099|92.22039602110758
Generation 267|2|0.124|24|11.77|2149.988999664993|87.99850843374756
Generation 268|2|0.076|24|11.686|2149.313421433475|52.64775354714757
Generation 269|2|0.114|21|12.042|2149.964098556101|80.95413652454457
Generation 270|2|0.1|21|12.07|2149.964098556101|71.75758061147431
Generation 271|2|0.114|21|11.89|2149.739062976162|80.82682151545116
Generation 272|2|0.116|21|11.79|2149.964098556101|81.7507162684384
Generation 273|2|0.118|21|11.574|2149.986294709256|80.25783641698986
Generation 274|2|0.116|21|11.602|2149.9540739565236|83.87146613161721
Generation 275|2|0.128|21|11.98|2149.9540739565236|85.54213667324986
Generation 276|2|0.126|21|11.538|2149.9540739565236|81.92112762921434
Generation 277|2|0.128|24|11.524|2149.9540739565236|89.6932921368718
Generation 278|2|0.124|21|11.546|2149.986294709256|85.44511700591181
Generation 279|2|0.11|21|11.68|2149.9540739565236|74.07342480082976
Generation 280|2|0.126|21|12.028|2149.988999664993|84.63968921596138
Generation 281|2|0.1|21|12.032|2149.739062976162|69.4507830438281
Generation 282|2|0.136|21|12.044|2149.964098556101|91.97010269480192
Generation 283|2|0.092|21|12.09|2149.964098556101|63.258562861507095
Generation 284|2|0.134|24|11.78|2149.964098556101|88.36320345574012
Generation 285|2|0.128|24|11.658|2149.988999664993|87.54456657909718
Generation 286|2|0.122|24|11.766|2149.964098556101|82.3036128127705
Generation 287|2|0.112|100|11.462|2149.988999664993|81.67590973772927
Generation 288|2|0.112|24|11.5|2149.986294709256|77.22840750442478
Generation 289|2|0.108|21|11.794|2149.964098556101|77.74795686847557
Generation 290|2|0.106|24|11.808|2149.964098556101|74.46210562099716
Generation 291|2|0.104|24|11.762|2149.9540739565236|73.5105158893428
Generation 292|2|0.118|21|12.018|2149.964098556101|76.15302496270357
Generation 293|3|0.14|21|11.84|5024.719635813122|96.19324494004829
Generation 294|2|0.112|24|11.824|2149.964098556101|77.49837267062613
Generation 295|2|0.102|24|11.66|2148.71142795583|67.76289412918757
Generation 296|2|0.084|21|11.87|2149.739062976162|59.094042965882764
Generation 297|2|0.102|100|12.502|2149.739062976162|70.82402890646443
Generation 298|2|0.114|24|12.472|2149.476355007297|74.52048280435514
Generation 299|2|0.11|100|12.966|2149.964098556101|77.65691027018809
Generation 300|2|0.118|100|12.672|2149.9540739565236|83.60207180045421
Generation 301|2|0.134|100|12.854|2149.988999664993|93.93266599090592
Generation 302|2|0.112|100|12.796|2149.964098556101|78.42924492945403
Generation 303|2|0.122|100|14.316|2149.739062976162|78.03901455667621
Generation 304|2|0.13|100|12.974|2149.964098556101|89.74894204347542
Generation 305|2|0.094|100|13.36|2148.71142795583|63.15867736199685
Generation 306|2|0.096|100|13.574|2149.739062976162|64.42282805456094
Generation 307|2|0.114|100|12.814|2149.739062976162|74.96315711746583
Generation 308|2|0.128|100|13.426|2149.964098556101|93.91390027393392
Generation 309|3|0.146|100|14.438|5022.147118486193|103.87838054668757
Generation 310|2|0.138|100|13.876|2149.9540739565236|96.9792930764528
Generation 311|2|0.128|100|15.052|2149.964098556101|84.06458021723662
Generation 312|2|0.128|100|14.84|2149.739062976162|81.5017621395819
Generation 313|2|0.122|100|13.108|2149.964098556101|83.71698984343105
Generation 314|2|0.144|100|14.49|2149.964098556101|102.8360771475489
Generation 315|2|0.142|24|13.516|2149.964098556101|96.3017138478143
Generation 316|2|0.11|100|14.272|2149.739062976162|74.30957321467689
Generation 317|1|0.132|100|14.258|515.7293808435418|80.69743647723325
Generation 318|2|0.116|100|14.076|2149.739062976162|77.07838280760127
Generation 319|2|0.15|24|14.812|2149.913226044195|105.88242775563253
Generation 320|3|0.178|100|14.896|5022.147118486193|129.38996791210783
Generation 321|2|0.096|24|14.308|2149.313421433475|65.1299045209656
Generation 322|2|0.14|100|14.246|2149.9540739565236|93.7584204057294
Generation 323|2|0.142|24|14.438|2149.964098556101|92.62732206500593
Generation 324|2|0.132|24|14.302|2149.964098556101|101.32214327075182
Generation 325|2|0.126|24|14.518|2149.739062976162|89.34877565415286
Generation 326|2|0.146|24|14.748|2149.964098556101|94.86293019760525
Generation 327|2|0.13|24|14.792|2149.739062976162|93.84561054663082
Generation 328|2|0.116|24|14.808|2149.313421433475|80.01592340045808
Generation 329|2|0.142|24|14.722|2149.739062976162|90.62088609689177
Generation 330|2|0.15|24|14.854|2149.964098556101|103.80914418518165
Generation 331|2|0.13|24|14.814|2149.739062976162|82.51038123415955
Generation 332|1|0.136|24|15.054|515.7293808435418|83.30506779792525
Generation 333|2|0.126|100|15.102|2149.964098556101|85.3222629083881
Generation 334|3|0.164|24|14.918|5026.96582588445|108.76118083141752
Generation 335|2|0.158|24|14.39|2149.313421433475|102.72339897177268
Generation 336|2|0.16|100|14.398|2149.6550881716457|108.27060414202678
Generation 337|2|0.118|24|14.796|2149.913226044195|83.32023562565303
Generation 338|2|0.14|24|14.216|2149.964098556101|98.23163482281475
Generation 339|2|0.146|100|14.58|2149.964098556101|101.57559841097964
Generation 340|2|0.136|24|14.502|2149.9540739565236|94.26826091296067
Generation 341|2|0.142|24|14.52|2149.739062976162|99.57850991129963
Generation 342|2|0.14|24|14.664|2149.739062976162|89.57197820717442
Generation 343|2|0.138|24|14.836|2149.739062976162|97.74758236875243
Generation 344|2|0.11|100|14.436|2149.9540739565236|74.53145921705072
Generation 345|1|0.134|24|14.588|515.7293808435418|81.96003293465267
Generation 346|3|0.162|24|14.6|5016.170998995946|118.75422733932085
Generation 347|2|0.136|24|14.084|2149.476355007297|91.6423851289984
Generation 348|2|0.108|24|14.37|2149.739062976162|78.00245728634583
Generation 349|2|0.106|24|14.418|2149.9540739565236|77.01440226240048
Generation 350|2|0.146|24|13.644|2149.964098556101|100.67283499117532
Generation 351|2|0.126|24|14.448|2149.313421433475|86.93813024459796
Generation 352|2|0.128|24|14.754|2149.988999664993|88.33085324079141
Generation 353|2|0.148|24|14.1|2149.988999664993|99.85999137282364
Generation 354|2|0.156|24|14.344|2149.964098556101|104.06197231103673
Generation 355|2|0.092|24|14.514|2149.913226044195|65.65962501021872
Generation 356|2|0.158|100|14.874|2149.964098556101|105.55690902681413
Generation 357|2|0.136|100|15.068|2149.964098556101|97.05679948538204
Generation 358|2|0.122|100|14.954|2149.964098556101|85.44423854383946
Generation 359|3|0.136|24|14.37|5016.170998995946|96.61882602463061
Generation 360|2|0.14|24|14.282|2149.9540739565236|93.79504837288667
Generation 361|2|0.14|100|14.356|2149.964098556101|96.19468122189002
Generation 362|3|0.134|100|14.634|5016.170998995946|91.38963401328682
Generation 363|3|0.15|24|14.776|5019.2877281163765|117.5589288900774
Generation 364|2|0.114|24|14.43|2149.739062976162|78.76595727183152
Generation 365|2|0.152|100|15.02|2149.964098556101|109.50840206256629
Generation 366|2|0.138|24|14.446|2149.313421433475|97.43129971017922
Generation 367|2|0.118|100|14.754|2149.964098556101|83.29421284541226
Generation 368|2|0.13|100|14.768|2149.964098556101|96.172343361468
Generation 369|2|0.138|100|15.01|2149.964098556101|91.1949647736204
Generation 370|2|0.142|24|14.502|2149.964098556101|95.01752183164251
Generation 371|2|0.12|24|14.832|2149.739062976162|79.80570567281262
Generation 372|2|0.114|24|14.474|2149.739062976162|76.51765046542735
Generation 373|2|0.146|24|14.812|2149.9540739565236|97.26064787114709
Generation 374|2|0.126|24|14.594|2149.9540739565236|91.76458240679108
Generation 375|3|0.134|24|14.68|5019.2877281163765|93.64259659639228
Generation 376|2|0.124|24|14.576|2149.964098556101|83.8271471716823
Generation 377|2|0.144|24|14.444|2149.964098556101|100.44367928698688
Generation 378|2|0.148|24|14.642|2149.964098556101|98.06229548451287
Generation 379|2|0.134|24|14.818|2149.313421433475|88.93396418126437
Generation 380|3|0.134|24|14.59|5016.170998995946|93.50462898565975
Generation 381|3|0.152|24|14.692|5022.147118486193|113.96463433240757
Generation 382|2|0.13|100|14.7|2149.313421433475|91.47762295293211
Generation 383|2|0.12|24|14.294|2149.313421433475|81.61317040888717
Generation 384|2|0.15|24|14.684|2149.964098556101|103.62625311464375
Generation 385|2|0.108|100|14.148|2149.913226044195|82.397361523355
Generation 386|2|0.192|24|14.748|2149.913226044195|131.29504088792828
Generation 387|2|0.12|24|14.336|2149.964098556101|81.70839666181975
Generation 388|2|0.138|100|14.478|2149.964098556101|97.48061319027198
Generation 389|3|0.142|24|14.018|5016.170998995946|99.21958240629979
Generation 390|2|0.14|24|14.556|2149.964098556101|100.8900431750836
Generation 391|2|0.136|24|14.578|2149.964098556101|103.49087887441155
Generation 392|2|0.154|24|14.59|2149.964098556101|114.70926906960047
Generation 393|2|0.142|24|14.642|2149.964098556101|95.08628672771619
Generation 394|2|0.158|24|14.52|2149.964098556101|100.64676327903848
Generation 395|2|0.138|24|14.12|2149.9540739565236|99.4762194236514
Generation 396|2|0.138|24|14.006|2149.988999664993|92.50830728341485
Generation 397|3|0.154|24|13.89|5019.2877281163765|102.81361543496325
Generation 398|2|0.154|24|14.492|2149.964098556101|103.19518963553321
Generation 399|2|0.144|24|14.366|2149.964098556101|98.06294295152425
Generation 400|2|0.124|24|14.45|2149.988999664993|83.68170978965928
Generation 401|2|0.142|24|14.126|2148.71142795583|90.00457511815863
Generation 402|2|0.136|24|14.626|2149.476355007297|94.40471977932228
Generation 403|2|0.14|24|14.558|2149.890070823094|96.27749008620725
Generation 404|2|0.13|24|14.628|2149.964098556101|86.8418039551628
Generation 405|2|0.146|24|14.918|2149.9540739565236|101.90549827288027
Generation 406|2|0.14|24|15.138|2149.739062976162|92.19190273163896
Generation 407|2|0.126|24|14.794|2149.6550881716457|85.09817558876401
Generation 408|2|0.128|24|14.8|2149.6550881716457|81.50853054303226
